title,detail_title,job_url,company,company_name_full,company_url,company_url_from_job,salary_list,detail_salary,address_list,detail_location,exp_list,detail_experience,deadline,working_addresses,working_times,desc_mota,desc_yeucau,desc_quyenloi,skills,company_website,company_size,company_industry,company_address,company_description,source,id,site,job_url_direct,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
Lead Software Engineer (Python),Lead Software Engineer (Python),https://itviec.com/it-jobs/lead-software-engineer-python-dataxight-3012?lab_feature=preview_jd_page,,,,,,Login to view,"['XL Building, 167 Trần Não, Phường An Khánh, Thủ Đức, Thành phố Hồ Chí Minh. (Quận 2 Cũ), Thu Duc City, Ho Chi Minh']","XL Building, 167 Trần Não, Phường An Khánh, Thủ Đức, Thành phố Hồ Chí Minh. (Quận 2 Cũ), Thu Duc City, Ho Chi Minh",,,,"XL Building, 167 Trần Não, Phường An Khánh, Thủ Đức, Thành phố Hồ Chí Minh. (Quận 2 Cũ), Thu Duc City, Ho Chi Minh",,,,,"Python, CI/CD, English, NoSQL, Microservices, AWS",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Founding Fullstack Engineer (Python, Django, AI)","Founding Fullstack Engineer (Python, Django, AI)",https://itviec.com/it-jobs/founding-fullstack-engineer-python-django-ai-glacis-inc-0927?lab_feature=preview_jd_page,,,,,,Login to view,"['Duong Quoc Huong, Thao Dien / Q2, Thu Duc City, Ho Chi Minh']","Duong Quoc Huong, Thao Dien / Q2, Thu Duc City, Ho Chi Minh",,,,"Duong Quoc Huong, Thao Dien / Q2, Thu Duc City, Ho Chi Minh",,,,,"Python, AI, JavaScript, Django, JSON",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Consultant (Application) - Java/Python/Golang,Software Consultant (Application) - Java/Python/Golang,https://itviec.com/it-jobs/software-consultant-application-java-python-golang-entiis-vietnam-0927?lab_feature=preview_jd_page,,,,,,Login to view,"['Genesis Building 39 Le Hien Mai Street, Cat Lai Ward, Thu Duc City, Ho Chi Minh']","Genesis Building 39 Le Hien Mai Street, Cat Lai Ward, Thu Duc City, Ho Chi Minh",,,,"Genesis Building 39 Le Hien Mai Street, Cat Lai Ward, Thu Duc City, Ho Chi Minh",,,,,"Java, DevOps, Golang, Python",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backend Engineer (Python),Backend Engineer (Python),https://itviec.com/it-jobs/backend-engineer-python-firegroup-0900?lab_feature=preview_jd_page,,,,,,Login to view,"['Flemington Tower, 182 Le Dai Hanh Street, District 11, Ho Chi Minh']","Flemington Tower, 182 Le Dai Hanh Street, District 11, Ho Chi Minh",,,,"Flemington Tower, 182 Le Dai Hanh Street, District 11, Ho Chi Minh",,,,,"Django, English, Flask, Python",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DevOps Engineer (Python, AWS, CI/CD)","DevOps Engineer (Python, AWS, CI/CD)",https://itviec.com/it-jobs/devops-engineer-python-aws-ci-cd-herond-labs-3156?lab_feature=preview_jd_page,,,,,,Login to view,"['59 Nguyen Co Thach Street, An Loi Dong Ward, District 2 , Thu Duc City, Ho Chi Minh']","59 Nguyen Co Thach Street, An Loi Dong Ward, District 2 , Thu Duc City, Ho Chi Minh",,,,"59 Nguyen Co Thach Street, An Loi Dong Ward, District 2 , Thu Duc City, Ho Chi Minh",,,,,"DevOps, CI/CD, Python, AWS",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle / Senior Data Analyst (Category Analyst),Middle / Senior Data Analyst (Category Analyst),https://itviec.com/it-jobs/middle-senior-data-analyst-category-analyst-droppii-0422?lab_feature=preview_jd_page,,,,,,Login to view,"['39A Ta Hien street, Quarter 1, Thanh My Loi Ward, District 2, Thu Duc City, Ho Chi Minh']","39A Ta Hien street, Quarter 1, Thanh My Loi Ward, District 2, Thu Duc City, Ho Chi Minh",,,,"39A Ta Hien street, Quarter 1, Thanh My Loi Ward, District 2, Thu Duc City, Ho Chi Minh",,,,,"Data Analysis, Metabase, Power BI, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senior Data Analyst (PowerBI/Python, English)","Senior Data Analyst (PowerBI/Python, English)",https://itviec.com/it-jobs/senior-data-analyst-powerbi-python-english-geocomply-geotech-hub-vietnam-3435?lab_feature=preview_jd_page,,,,,,Login to view,"['Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, District 1, Ho Chi Minh']","Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, District 1, Ho Chi Minh",,,,"Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, District 1, Ho Chi Minh",,,,,"Data Analysis, English, Power BI, SQL, Python",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data Analyst (SQL, Google BigQuery, Python, R)","Data Analyst (SQL, Google BigQuery, Python, R)",https://itviec.com/it-jobs/data-analyst-sql-bigquery-python-unity-sport-jsc-3241?lab_feature=preview_jd_page,,,,,,Login to view,"['5th Floor – Lumiere Building, 628A Vo Nguyen Giap street, An Phu Ward , Thu Duc City, Ho Chi Minh']","5th Floor – Lumiere Building, 628A Vo Nguyen Giap street, An Phu Ward , Thu Duc City, Ho Chi Minh",,,,"5th Floor – Lumiere Building, 628A Vo Nguyen Giap street, An Phu Ward , Thu Duc City, Ho Chi Minh",,,,,"Data Analysis, R, Python, Google BigQuery, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Data Analyst,Senior Data Analyst,https://itviec.com/it-jobs/senior-data-analyst-ssi-securities-corporation-4449?lab_feature=preview_jd_page,,,,,,Login to view,"['1C Ngo Quyen, Hoan Kiem, Ha Noi']","1C Ngo Quyen, Hoan Kiem, Ha Noi",,,,"1C Ngo Quyen, Hoan Kiem, Ha Noi",,,,,"SQL, Tableau, Power BI, Big Data, Hadoop, Spark",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Intermediate/Senior) Data Analyst- $55K/year,(Intermediate/Senior) Data Analyst- $55K/year,https://itviec.com/it-jobs/intermediate-senior-data-analyst-55k-year-crossian-1851?lab_feature=preview_jd_page,,,,,,Login to view,"['Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi']","Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi",,,,"Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi",,,,,"Data Analysis, Data Science, DevOps, Business Intelligence, Python, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Associate Risk Manager,Associate Risk Manager,https://itviec.com/it-jobs/associate-risk-manager-trusting-social-0329?lab_feature=preview_jd_page,,,,,,Login to view,"['Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh']","Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,,"Python, Data Analysis, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Licensing Specialist,Software Licensing Specialist,https://itviec.com/it-jobs/software-licensing-specialist-renesas-design-vietnam-0528?lab_feature=preview_jd_page,,,,,,Login to view,"['31 Tan Thuan, District 7, Ho Chi Minh']","31 Tan Thuan, District 7, Ho Chi Minh",,,,"31 Tan Thuan, District 7, Ho Chi Minh",,,,,"Data Analysis, System Admin, Database, IT Support, English",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Analyst,Risk Analyst,https://itviec.com/it-jobs/risk-analyst-trusting-social-0035?lab_feature=preview_jd_page,,,,,,Login to view,"['Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh']","Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",,,,,"Python, Data Analysis, SQL",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Software Asset Management Specialist,Senior Software Asset Management Specialist,https://itviec.com/it-jobs/senior-software-asset-management-specialist-renesas-design-vietnam-5510?lab_feature=preview_jd_page,,,,,,Login to view,"['31 Tan Thuan, District 7, Ho Chi Minh']","31 Tan Thuan, District 7, Ho Chi Minh",,,,"31 Tan Thuan, District 7, Ho Chi Minh",,,,,"Data Analysis, System Admin, Database, IT Support, English",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataOps,DataOps,https://itviec.com/it-jobs/dataops-deliveree-on-demand-logistics-2006?lab_feature=preview_jd_page,,,,,,Login to view,"['1/12 Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh']","1/12 Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh",,,,"1/12 Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh",,,,,"PostgreSql, Database, English",,,,,,ITViec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backend Developer,,https://www.linkedin.com/jobs/view/4336280647,Lovepop,,https://www.linkedin.com/company/lovepop-cards,,,,,,,,,,,,,,,,,Retail,,,LinkedIn,li-4336280647,linkedin,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2025-11-29,fulltime,,,,,,False,not applicable,Engineering and Information Technology,,,"**About Lovepop**




  






 Lovepop is on a mission to create one billion magical moments.  We combine art x engineering to create the most magical paper art cards \& gifts.  Featured on Shark Tank in 2015, Lovepop has become one of the top 10 Shark Tank investments in lifetime revenue.  Lovepop consistently ranks in the top Google results for cards online, enjoys 18% national brand awareness, and has helped its customers create over 50 million magical moments.  Our vision is to be the \#1 online card destination for cards and we are building the team of A\+ talent that will take us there.
 




  





**About the role
 
  






 We are seeking a Backend Developer to build and maintain scalable microservices and modern APIs using .NET Core. In this role, you will develop clean, high\-quality backend services, optimize system performance, and contribute to technical improvements across our platform. You will collaborate closely with the engineering team in an Agile environment to deliver reliable, well\-structured solutions that support our product growth.
 





  




**Accountabilities** 
* Develop and maintain microservices using .NET Core and C\#
* Build RESTful APIs, GraphQL APIs, and web applications with Razor Pages/MVC
* Write clean, testable code following SOLID principles and conduct code reviews
* Troubleshoot issues and implement new features with performance optimization in mind
* Deploy and monitor services using Docker
* Write unit tests and maintain technical documentation
* Collaborate with team using Git and Agile methodologies



  




**Qualifications** 
* Bachelor's Degree in Computer Science or related field
* 4\+ year experience with .NET Core in production environments
* Strong skills in C\#, ASP.NET Core Web API, RESTful API, and GraphQL
* In\-depth understanding and hands\-on experience with microservices architecture
* Proficient in Entity Framework Core and PostgreSQL
* Experience with AWS cloud platforms
* Performance\-oriented mindset with focus on optimization
* Good English communication skills (written and verbal)






  




  


**Lovepop Values** 




**Engineering** 
 : Curiosity to discover how the world works
 



**Hunger** 
 : Desire to take on more than is expected
 



**Magic** 
 : Delivering unexpected experiences
 



**Connection** 
 : Building relationships with each other
 


  


 We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.**",https://media.licdn.com/dms/image/v2/C4D0BAQEcJErP0ob8Nw/company-logo_100_100/company-logo_100_100/0/1630551098939/lovepop_cards_logo?e=2147483647&v=beta&t=J8qwU2OszYJ3dkLbcTIMvpgodx30gKSGrAHBcIa3Jog,,,,,,,,,
Software Engineer (PHP/ Golang),,https://www.linkedin.com/jobs/view/4347964022,Hasaki.vn,,https://vn.linkedin.com/company/hasaki-vn,,,,,,,,,,,,,,,,,Retail Health and Personal Care Products,,,LinkedIn,li-4347964022,linkedin,,,2025-11-29,fulltime,,,,,,False,mid-senior level,Information Technology,,thuyntt9@hasaki.vn,"**OUR TEAM** 




 You will join our eCommerce team, which is responsible for designing, developing, and maintaining some of the most innovative and market\-leading eCommerce applications and websites. Our team is dedicated to delivering world\-class user experiences, design excellence, and cutting\-edge web and mobile solutions that create an exciting and memorable journey for our customers.
 



  





**IDEAL CANDIDATE** 




 We are seeking a passionate and results\-driven Software Engineer (PHP/ Golang/ System) with strong hands\-on expertise in building and solving complex solutions. In this role, you will help lead the team in delivering scalable, maintainable, and innovative systems within a dynamic and fast\-paced environment.
 



  





**RESPONSIBILITIES** 



* Build highly scalable, reliable, and maintainable APIs to handle high\-volume transactions;
* We aim for teams that are inclusive, helpful, and have a strong sense of ownership for the things they build;
* Work closely with cross\-functional teams to define, design, and deliver new features;
* Work on addressing bugs and improving application performance;
* Continuously research, evaluate, and implement innovative technologies to optimize development efficiency and Customer Experience;
* Participate in the planning process for software development projects, ensuring adherence to quality standards and timely delivery;
* Design the architecture for new products and features;



  





**REQUIREMENTS** 




**Technical Skills:** 



* A pragmatic mindset;
* **3\+ years of experience** 
 with full lifecycle of project development for Golang Applications;
* Extensive experience in software design, architecture, development integration;
* Solid knowledge of event processing models, parallel programming, multi\-threading, enterprise integration pattern, Socket, Web Service, and REST;
* Distributed Caching such as Redis;
* Familiar with Microservices, event\-driven architecture;
* Good cross\-team communication skills;



**Soft skills:** 



* Excellent communication and teamwork abilities;
* Excellent problem\-solving and analytical skills;
* Strong willingness to learn new practices and technologies;
* Exceptional interpersonal skills, including facilitation and negotiation;
* Understanding and experience of Agile methodology;
* Experience in working across several technical domains with the ability to ‘deep dive’ where required and ensure correct solutions are implemented;



  





**BENEFITS** 



* Salary range: Open to negotiate;
* 13th\-month salary, annual salary review;
* Insurance will be paid according to company policy;
* Working devices provided, parking fee allowance (if any);
* Professional, dynamic, and friendly working environment and culture;








**WORKING PLACE:** 
 568 Luy Ban Bich St., Tan Phu Ward, Ho Chi Minh City
 



  





 If you need any further information, shoot me your CV at
 **thuyntt9@hasaki.vn** 
 to apply.
 



  





***\*\*\*Please note that only shortlisted candidates will be contacted. Thanks for your concern. ^^***",https://media.licdn.com/dms/image/v2/C510BAQGh6b0RrXr-ZA/company-logo_100_100/company-logo_100_100/0/1630604811321?e=2147483647&v=beta&t=kTvkZTeYjPVjsuqkB6wCh-sIgIaGV3_hyCtKTW5dL0g,,,,,,,,,
Web App Developer (Front-end) – UI Design Is an Advantage,,https://www.linkedin.com/jobs/view/4324953033,MatureX,,https://vn.linkedin.com/company/maturex,,,,,,,,,,,,,,,,,International Trade and Development,,,LinkedIn,li-4324953033,linkedin,,"Phường Dương Nội, Hanoi, Vietnam",2025-11-29,fulltime,,,,,,False,entry level,Engineering and Information Technology,,anhntc@maturex.co,"**🎯 Job Objective** 

 We are looking for a
 **Front\-end Web App Developer** 
 to join MatureX’s Tech Team.
 



 You will help develop and optimize Web Applications across multiple internal projects.
 



 Your main role is front\-end development; the ability to design simple UI is a
 **valuable advantage** 
 (not mandatory).
 


**📝 Responsibilities** 
* Develop and maintain Web Applications using ReactJS, NextJS, or similar frameworks.
* Convert UI layouts from Figma into functional, responsive user interfaces.
* Build components, page structures, user flows, and basic interactions.
* Ensure the Web App works smoothly across devices (mobile/tablet/desktop).
* Implement basic animations or transitions when needed.
* Optimize performance, loading speed, and usability.
* Troubleshoot UI bugs, update features, and support ongoing maintenance.
* Work closely with UI Designers, Product Owners, and project teams.
* Document simple technical tasks and modules you implement.


**🧩 Requirements** 
**Must\-have** 
* Solid understanding of
 **HTML/CSS/JavaScript** 
 .
* Experience with
 **ReactJS / NextJS / VueJS** 
 (React/Next preferred).
* Ability to work with Figma UI files (basic knowledge is enough).
* Understanding of component\-based architecture, routing, and state management.
* Ability to build responsive layouts that follow UI guidelines.
* Responsibility, attention to detail, and willingness to learn quickly.
* **Personal laptop required — at least during the probation period.**


**Nice\-to\-have (Not required)** 
* Basic UI design ability (simple screens, spacing, colors, typography).
* Experience with animation libraries (Framer Motion, GSAP).
* Portfolio of personal or school projects.
* Experience in Web App or e\-commerce systems.



 👉
 **Best suited for:** 
 Fresher – Junior candidates with solid front\-end fundamentals.
 


**🎁 Benefits** 
* Salary
 **8–12M VND** 
 per month depending on capability.
* KPI bonus based on project performance.
* Free lunch at the MatureX cafeteria.
* Access to internal training: UI/UX basics, branding, POD, mindset – wellness – finance.
* Young, creative, and supportive working environment.
* Career path toward
 **Front\-end Developer / Product Engineer / Tech Lead** 
 .


**🕒 Working Hours** 
* Monday – Friday:
 **08:00 – 17:00**
* Saturday:
 **2 days per month (alternating)**


**📩 How to Apply** 

 📧
 **anhntc@maturex.co** 




 📞
 **(\+84\) 963 859 935** 
 (Ms. Anh – HR Department)",https://media.licdn.com/dms/image/v2/D560BAQF9IQJYkmZ1VA/company-logo_100_100/B56ZX7feIyGUAQ-/0/1743681087819/maturex_logo?e=2147483647&v=beta&t=qKa9OcomnVqoGnU23-ncE4Q4xDpW9sSEeD70a5zuTVI,,,,,,,,,
Structural Engineer,,https://www.linkedin.com/jobs/view/4348025590,Indman,,https://in.linkedin.com/company/indman,,,,,,,,,,,,,,,,,Staffing and Recruiting and Oil and Gas,,,LinkedIn,li-4348025590,linkedin,,"Long Khánh, Dong Nai, Vietnam",2025-11-29,fulltime,,,,,,False,associate,Engineering,,,"**Position** 
 : Structural Engineer – Fabrication (Steel Structures)
 



**Department:** 
 Fabrication Systems (FABSI)
 



**Level:** 
 Experience of Minimum 5–10 years of experience in structural engineering and steel fabrication within oil \& gas, offshore, or heavy industrial projects.
 



**Skills** 
 : Preferably Vietnamese speaking, proven experience with
 **Tekla Structures, STAAD.Pro** 
 , or equivalent structural design and analysis software.
 



**Duration:** 
 12 months required.
 



**Expected Start date:** 
 January 2026
 



**Location:** 
 Yard\-based/ Vietnam.
 



  





 The candidate will be entitled to 25 paid vacation days. However, if they are required to work on Saturdays, the vacation days will increase to 30\.
 



  





 Weekends off.
 



  





**Job Description:** 




  





 Job Overview
 



 The
 **Structural Engineer – Fabrication (Steel Structures)** 
 is responsible for the design validation, technical coordination, and engineering support related to steel structure fabrication and modular assembly.
 



  





 Operating within
 **Client’s Fabrication Systems (FABSI)** 
 department, the Structural Engineer – Fabrication (Steel Structures) ensures that engineering design is accurately translated into fabrication deliverables, supporting constructability, modularization, and dimensional control throughout all project phases within the fabrication environment, collaborates with design, production, and quality teams to ensure alignment between engineering requirements and fabrication capabilities.
 



  





 The role demands advanced technical expertise in steel structures, welding specifications, fabrication standards, and material behavior under various loading and environmental conditions.
 



 Key Tasks and Responsibilities
 


* Review and validate structural design deliverables, ensuring compliance with project specifications, fabrication standards, and constructability criteria.
* Interface with
 **Fabrication Engineering, Production** 
 and
 **QC/QA** 
 , and
 **Construction** 
 teams to translate design intent into efficient fabrication sequences and assembly plans.
* Perform structural analysis checks and provide technical solutions to fabrication\-related issues such as tolerances, distortions, and weld sequencing.
* Review and approve fabrication drawings, connection details, and assembly procedures in collaboration with steel detailers and drafting teams.
* Ensure all structural components meet applicable codes and standards (
 **AISC, AWS D1\.1, ISO 9013, EN 1090** 
 ).
* Supervise or verify dimensional control activities to ensure the accuracy of assemblies and modules before erection or shipment.
* Coordinate with
 **Quality Control** 
 to validate welding procedures, inspection requirements, and traceability documentation.
* Coordinate with the
 **Fabrication Engineering Unit** 
 to implement design modifications, ensuring proper implementation and documentation of design modifications.
* Prepare and maintain engineering registers, calculation files, and technical reports for project documentation.



  





**Reports To** 




**Functional:** 
 Fabrication Engineering Manager / Structural Discipline Lead
 



  





**Qualifications and Education** 



* Technical Diploma or bachelor’s degree in Structural, Civil, or Mechanical Engineering.
* **5–10 years of experience** 
 in structural engineering and steel fabrication within oil \& gas, offshore, or heavy industrial projects.
* Proven experience with
 **Tekla Structures, STAAD.Pro** 
 , or equivalent structural design and analysis software.
* Comprehensive knowledge of international fabrication standards (
 **AISC, AWS, EN 1090, ISO 3834** 
 ).
* Understanding of
 **fabrication workflows** 
 and
 **data integration** 
 with fabrication management systems.
* Ability to review and validate
 **shop drawings** 
 ,
 **connection details** 
 .
* English Proficiency in technical documentation and communication.
* Strong organizational skills and accuracy in document/data management.
* Knowledge of structural materials, welding techniques, and fabrication tolerances.
* Understanding project documentation, revisions, and approval processes.



  





**Preferred Attributes** 



* Experience in modular design and assembly of large steel structures.
* Familiarity with modular fabrication (PAU, PAR, topsides) and constructability engineering principles
* Capability to manage multidisciplinary interfaces and technical coordination across engineering and fabrication teams.
* Knowledge of advanced simulation tools for structural analysis and lifting studies.
* Proactive attitude toward continuous improvement and fabrication optimization.
* Knowledge about mandatory HSE requirements included
 **below\-the\-hook lifter** 
 devices for steel structure rigging and transportation activities and about
 **Temporary Structures** 
 (scaffolding).
* Ability to mentor junior engineers and support training in fabrication\-focused structural engineering.",https://media.licdn.com/dms/image/v2/C4D0BAQFEnVw4jY5udQ/company-logo_100_100/company-logo_100_100/0/1630492001621/indman_logo?e=2147483647&v=beta&t=pfWLFvkfq5BO3IBT4NURWOq5gb2CBofoYMX0yn0Lqr4,,,,,,,,,
Software Engineer Intern - Backend,,https://www.linkedin.com/jobs/view/4281770937,ShopBack,,https://sg.linkedin.com/company/shopback,,,,,,,,,,,,,,,,,"Technology, Information and Internet",,,LinkedIn,li-4281770937,linkedin,,,2025-11-28,internship,,,,,,False,internship,Engineering and Information Technology,,,"**Our Journey**
 ShopBack began in 2014 as a late\-night spark of inspiration between Henry and Joel — not just to build a Cashback platform, but to reimagine how brands and consumers connect. As former advertisers, they understood the limitations of traditional marketing, and saw an opportunity to deliver more value on both sides. That idea quickly turned into action, and the first prototype was built over a weekend with the other co\-founders. Today, ShopBack serves over 50 million users across 13 markets, partners with 20,000\+ merchants, and powers over half a million transactions daily. We're building The World’s Most Rewarding Way to Shop — and looking for bold, driven individuals to join us.
   

  

**About The Role**
 We are seeking team members who strive to solve hard problems, take pride in delivering world\-class products, and are strong team players.
   

  

 You are someone who wants to see the impact of your work making a difference every day. You find passion in the craft and are constantly seeking improvement and better ways to solve tough problems.
   

  

**Your Adventure Ahead**
* Contribute to the full software development lifecycle.
* Build stable, performant, and high\-quality software adhering to best practices.
* Actively participate and contribute to team discussions.


**Essentials To Succeed**
* Current students pursuing Bachelor's degree program or above who are in 3rd or 4th year or fresh graduates.
* Had excellent knowledge of Software Engineering fundamentals (Data Structure, Algorithms).
* Experience with one or more programming languages (e.g., Java, C/C\+\+, C\#, Objective\-C, Python, JavaScript, Go, etc.).


**ShopBackers' DNA**
**Grit \-** 
 We tackle all challenges head\-on, working together to solve problems and achieve success.
   

  

**Hunger** 
 \- We value hard work, and having relentless drive.
   

  

**Speed \-** 
 We move fast and have a bias for action, all to deliver maximum impact.
   

  

**Impact \-** 
 We focus on results, always aiming for the best possible outcomes and timelines.
   

  

**Growth \-** 
 We embrace a growth mindset, constantly striving to learn, improve, and excel in our roles.
   

  

**Exclusively for ShopBackers**
**Career progression paths** 
 and opportunities to take on greater challenges that help you realise your ambitions.
   

  

**Be part of a winning team** 
 on a journey to global scale.
   

  

**Competitive compensation** 
 based on your performance.
   

  

**Candid, open, and collaborative culture** 
 where feedback is valued, for everyone to grow and improve every day.
   

  

*ShopBack is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. We do not discriminate on the basis of race, color, religion, sexual orientation, national origin, age, disability, genetic information, veteran status, or any other protected status under applicable laws. Join our team and help us make a difference!*
*We are committed to protecting your data and ensuring fairness in our recruitment process. We may use automated tools, including AI, to help our team screen applications, match candidates to roles, generate interview notes, and review assessments. These tools assist our recruiters and interviewers and they do not make final hiring decisions. If an assessment is part of your process, we may (with your consent) capture screen activity and/or webcam images during the test to help verify test integrity. We do not use AI to infer your emotions or sensitive traits. We process personal data lawfully, securely, and transparently in line with applicable data\-protection laws and our commitment to fair employment. You can ask questions or exercise your rights including to request human review or to challenge an outcome by contacting* 
*\[email protected]* 
*.*
 We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.",https://media.licdn.com/dms/image/v2/D4E0BAQEGSrqLkUYXKA/company-logo_100_100/company-logo_100_100/0/1715234164423/shopback_com_logo?e=2147483647&v=beta&t=zhMewn5i2wQDYb_uv5v1T0VpeVCEhuqfND0XCwMyu9M,,,,,,,,,
